Real/Fake,ID,path
Fake,0,/Users/hadleigh/df_paragraphs_may27/yuval/dagan/googlepixel/p1_df.mp4
Fake,1,/Users/hadleigh/df_paragraphs_may27/yuval/dagan/googlepixel/p2_df.mp4
Fake,2,/Users/hadleigh/df_paragraphs_may27/yuval/dagan/googlepixel/p3_df.mp4
Fake,3,/Users/hadleigh/df_paragraphs_may27/yuval/dagan/googlepixel/p4_df.mp4
Fake,4,/Users/hadleigh/df_paragraphs_may27/yuval/dagan/googlepixel/p5_df.mp4
Fake,5,/Users/hadleigh/df_paragraphs_may27/yuval/dagan/googlepixel/p6_df.mp4
Fake,6,/Users/hadleigh/df_paragraphs_may27/yuval/dagan/webcam/p1_df.mp4
Fake,7,/Users/hadleigh/df_paragraphs_may27/yuval/dagan/webcam/p2_df.mp4
Fake,8,/Users/hadleigh/df_paragraphs_may27/yuval/dagan/webcam/p3_df.mp4
Fake,9,/Users/hadleigh/df_paragraphs_may27/yuval/dagan/webcam/p4_df.mp4
Fake,10,/Users/hadleigh/df_paragraphs_may27/yuval/dagan/webcam/p5_df.mp4
Fake,11,/Users/hadleigh/df_paragraphs_may27/yuval/dagan/webcam/p6_df.mp4
Fake,12,/Users/hadleigh/df_paragraphs_may27/yuval/dagan/canon/p1_df.mp4
Fake,13,/Users/hadleigh/df_paragraphs_may27/yuval/dagan/canon/p2_df.mp4
Fake,14,/Users/hadleigh/df_paragraphs_may27/yuval/dagan/canon/p3_df.mp4
Fake,15,/Users/hadleigh/df_paragraphs_may27/yuval/dagan/canon/p4_df.mp4
Fake,16,/Users/hadleigh/df_paragraphs_may27/yuval/dagan/canon/p5_df.mp4
Fake,17,/Users/hadleigh/df_paragraphs_may27/yuval/dagan/canon/p6_df.mp4
Fake,18,/Users/hadleigh/df_paragraphs_may27/yuval/dagan/iphone/p1_df.mp4
Fake,19,/Users/hadleigh/df_paragraphs_may27/yuval/dagan/iphone/p2_df.mp4
Fake,20,/Users/hadleigh/df_paragraphs_may27/yuval/dagan/iphone/p3_df.mp4
