Real/Fake,ID,path
Real,282,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/charlie/iphone/p1.mp4
Real,283,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/charlie/iphone/p2.mp4
Real,284,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/charlie/iphone/p3.mp4
Real,285,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/charlie/iphone/p4.mp4
Real,286,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/charlie/iphone/p5.mp4
Real,287,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/charlie/iphone/p6.mp4
Real,288,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/ruoshi/googlepixel/p1.mp4
Real,289,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/ruoshi/googlepixel/p2.mp4
Real,290,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/ruoshi/googlepixel/p3.mp4
Real,291,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/ruoshi/googlepixel/p4.mp4
Real,292,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/ruoshi/googlepixel/p5.mp4
Real,293,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/ruoshi/googlepixel/p6.mp4
Real,294,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/ruoshi/webcam/p1.mp4
Real,295,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/ruoshi/webcam/p2.mp4
Real,296,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/ruoshi/webcam/p3.mp4
Real,297,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/ruoshi/webcam/p4.mp4
Real,298,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/ruoshi/webcam/p5.mp4
Real,299,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/ruoshi/webcam/p6.mp4
Real,300,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/ruoshi/canon/p1.mp4
Real,301,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/ruoshi/canon/p2.mp4
Real,302,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/ruoshi/canon/p3.mp4
Real,303,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/ruoshi/canon/p4.mp4
Real,304,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/ruoshi/canon/p5.mp4
Real,305,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/ruoshi/canon/p6.mp4
Real,306,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/ruoshi/iphone/p1.mp4
Real,307,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/ruoshi/iphone/p2.mp4
Real,308,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/ruoshi/iphone/p3.mp4
Real,309,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/ruoshi/iphone/p4.mp4
Real,310,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/ruoshi/iphone/p5.mp4
Real,311,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/ruoshi/iphone/p6.mp4
Real,312,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/saeyoung/googlepixel/p1.mp4
Real,313,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/saeyoung/googlepixel/p2.mp4
Real,314,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/saeyoung/googlepixel/p3.mp4
Real,315,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/saeyoung/googlepixel/p4.mp4
Real,316,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/saeyoung/googlepixel/p5.mp4
Real,317,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/saeyoung/googlepixel/p6.mp4
Real,318,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/saeyoung/webcam/p1.mp4
Real,319,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/saeyoung/webcam/p2.mp4
Real,320,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/saeyoung/webcam/p3.mp4
Real,321,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/saeyoung/webcam/p4.mp4
Real,322,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/saeyoung/webcam/p5.mp4
Real,323,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/saeyoung/webcam/p6.mp4
Real,324,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/saeyoung/canon/p1.mp4
Real,325,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/saeyoung/canon/p2.mp4
Real,326,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/saeyoung/canon/p3.mp4
Real,327,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/saeyoung/canon/p4.mp4
Real,328,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/saeyoung/canon/p5.mp4
Real,329,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/saeyoung/canon/p6.mp4
Real,330,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/saeyoung/iphone/p1.mp4
Real,331,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/saeyoung/iphone/p2.mp4
Real,332,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/saeyoung/iphone/p3.mp4
Real,333,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/saeyoung/iphone/p4.mp4
Real,334,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/saeyoung/iphone/p5.mp4
Real,335,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/saeyoung/iphone/p6.mp4
Real,336,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/kathryn/googlepixel/p1.mp4
Real,337,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/kathryn/googlepixel/p2.mp4
Real,338,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/kathryn/googlepixel/p3.mp4
Real,339,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/kathryn/googlepixel/p4.mp4
Real,340,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/kathryn/googlepixel/p5.mp4
Real,341,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/kathryn/googlepixel/p6.mp4
Real,342,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/kathryn/webcam/p1.mp4
Real,343,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/kathryn/webcam/p2.mp4
Real,344,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/kathryn/webcam/p3.mp4
Real,345,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/kathryn/webcam/p4.mp4
Real,346,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/kathryn/webcam/p5.mp4
Real,347,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/kathryn/webcam/p6.mp4
Real,348,/media/raunak/E380-1E91/Deepfake/End_To_End/og_may24/kathryn/canon/p1.mp4
