Real/Fake,ID,path
Real,0,/home/hadleigh/deepfake_data/real_clips/charlie_3_front_far_1.mp4
Real,1,/home/hadleigh/deepfake_data/real_clips/xiaofeng_3_45_close_1.mp4
Real,2,/home/hadleigh/deepfake_data/real_clips/charlie_0_45_far_2.mp4
Real,3,/home/hadleigh/deepfake_data/real_clips/lisa_3_front_close_2.mp4
Real,4,/home/hadleigh/deepfake_data/real_clips/hadleigh_1_60_close_2.mp4
Real,5,/home/hadleigh/deepfake_data/real_clips/qi_1_60_far_1.mp4
Real,6,/home/hadleigh/deepfake_data/real_clips/hadleigh_1_front_far_0.mp4
Real,7,/home/hadleigh/deepfake_data/real_clips/colman_2_60_far_2.mp4
Real,8,/home/hadleigh/deepfake_data/real_clips/qi_0_front_close_2.mp4
Real,9,/home/hadleigh/deepfake_data/real_clips/lisa_3_45_far_6.mp4
Real,10,/home/hadleigh/deepfake_data/real_clips/lisa_0_front_close_2.mp4
Real,11,/home/hadleigh/deepfake_data/real_clips/lisa_2_45_far_4.mp4
Real,12,/home/hadleigh/deepfake_data/real_clips/charlie_3_front_far_3.mp4
Real,13,/home/hadleigh/deepfake_data/real_clips/lisa_3_front_far_4.mp4
Real,14,/home/hadleigh/deepfake_data/real_clips/qijia_2_45_close_5.mp4
Real,15,/home/hadleigh/deepfake_data/real_clips/xiaofeng_0_45_far_2.mp4
Real,16,/home/hadleigh/deepfake_data/real_clips/hadleigh_2_45_far_4.mp4
Real,17,/home/hadleigh/deepfake_data/real_clips/qijia_0_front_far_3.mp4
Real,18,/home/hadleigh/deepfake_data/real_clips/clementine_1_front_far_1.mp4
Real,19,/home/hadleigh/deepfake_data/real_clips/lisa_1_60_close_0.mp4
Real,20,/home/hadleigh/deepfake_data/real_clips/qi_3_45_close_3.mp4
Real,21,/home/hadleigh/deepfake_data/real_clips/qijia_2_60_close_7.mp4
Real,22,/home/hadleigh/deepfake_data/real_clips/qijia_3_45_close_8.mp4
Real,23,/home/hadleigh/deepfake_data/real_clips/charlie_3_45_close_3.mp4
Real,24,/home/hadleigh/deepfake_data/real_clips/qijia_3_front_far_3.mp4
Real,25,/home/hadleigh/deepfake_data/real_clips/qi_1_45_close_2.mp4
Real,26,/home/hadleigh/deepfake_data/real_clips/colman_2_front_close_2.mp4
Real,27,/home/hadleigh/deepfake_data/real_clips/charlie_3_45_far_0.mp4
Real,28,/home/hadleigh/deepfake_data/real_clips/clementine_2_front_close_6.mp4
Real,29,/home/hadleigh/deepfake_data/real_clips/xiaofeng_1_front_far_2.mp4
Real,30,/home/hadleigh/deepfake_data/real_clips/qi_1_60_close_1.mp4
Real,31,/home/hadleigh/deepfake_data/real_clips/hadleigh_1_60_far_0.mp4
Real,32,/home/hadleigh/deepfake_data/real_clips/qijia_2_60_far_6.mp4
Real,33,/home/hadleigh/deepfake_data/real_clips/xiaofeng_0_60_close_2.mp4
Real,34,/home/hadleigh/deepfake_data/real_clips/clementine_3_45_far_0.mp4
Real,35,/home/hadleigh/deepfake_data/real_clips/qijia_3_front_far_0.mp4
Real,36,/home/hadleigh/deepfake_data/real_clips/qijia_3_45_close_1.mp4
Real,37,/home/hadleigh/deepfake_data/real_clips/lisa_2_45_far_0.mp4
Real,38,/home/hadleigh/deepfake_data/real_clips/lisa_1_front_far_2.mp4
Real,39,/home/hadleigh/deepfake_data/real_clips/colman_1_front_far_0.mp4
Real,40,/home/hadleigh/deepfake_data/real_clips/lisa_2_60_close_2.mp4
Real,41,/home/hadleigh/deepfake_data/real_clips/clementine_1_45_far_1.mp4
Real,42,/home/hadleigh/deepfake_data/real_clips/clementine_1_60_close_1.mp4
Real,43,/home/hadleigh/deepfake_data/real_clips/lisa_0_45_far_0.mp4
Real,44,/home/hadleigh/deepfake_data/real_clips/lisa_1_45_far_1.mp4
Real,45,/home/hadleigh/deepfake_data/real_clips/xiaofeng_1_60_close_0.mp4
Real,46,/home/hadleigh/deepfake_data/real_clips/xiaofeng_3_60_close_3.mp4
Real,47,/home/hadleigh/deepfake_data/real_clips/charlie_3_60_far_0.mp4
Real,48,/home/hadleigh/deepfake_data/real_clips/charlie_3_45_close_4.mp4
Real,49,/home/hadleigh/deepfake_data/real_clips/lisa_1_45_far_2.mp4
Real,50,/home/hadleigh/deepfake_data/real_clips/charlie_0_45_close_2.mp4
Real,51,/home/hadleigh/deepfake_data/real_clips/qi_1_front_close_2.mp4
Real,52,/home/hadleigh/deepfake_data/real_clips/qijia_1_front_close_0.mp4
Real,53,/home/hadleigh/deepfake_data/real_clips/qijia_1_60_far_0.mp4
Real,54,/home/hadleigh/deepfake_data/real_clips/clementine_2_60_close_1.mp4
Real,55,/home/hadleigh/deepfake_data/real_clips/qi_3_45_far_1.mp4
Real,56,/home/hadleigh/deepfake_data/real_clips/qijia_2_45_close_7.mp4
Real,57,/home/hadleigh/deepfake_data/real_clips/lisa_2_front_far_6.mp4
Real,58,/home/hadleigh/deepfake_data/real_clips/hadleigh_3_front_far_1.mp4
Real,59,/home/hadleigh/deepfake_data/real_clips/colman_1_45_far_2.mp4
Real,60,/home/hadleigh/deepfake_data/real_clips/colman_0_front_far_2.mp4
Real,61,/home/hadleigh/deepfake_data/real_clips/charlie_1_front_far_1.mp4
Real,62,/home/hadleigh/deepfake_data/real_clips/qijia_3_45_far_1.mp4
Real,63,/home/hadleigh/deepfake_data/real_clips/lisa_0_front_far_2.mp4
Real,64,/home/hadleigh/deepfake_data/real_clips/hadleigh_0_45_far_2.mp4
Real,65,/home/hadleigh/deepfake_data/real_clips/charlie_2_45_far_0.mp4
Real,66,/home/hadleigh/deepfake_data/real_clips/qijia_2_front_far_7.mp4
Real,67,/home/hadleigh/deepfake_data/real_clips/qi_3_45_far_3.mp4
Real,68,/home/hadleigh/deepfake_data/real_clips/qi_3_front_close_2.mp4
